day,month,year,tavg,precip,globrad
17,2,1994,-5.6,0,823.7
18,2,1994,-6.2,0,714.5
19,2,1994,-5.9,0.5,643.7
20,2,1994,-5.5,0,316.5
21,2,1994,-1.9,1.5,592.7
22,2,1994,-2.9,0.2,498.1
23,2,1994,-4.5,0.5,443.6
24,2,1994,-7.5,0,781.7
25,2,1994,-3.6,0.3,676.1
26,2,1994,-3.5,0,611
27,2,1994,3.4,0,617.9
28,2,1994,4.3,0,699.7
1,3,1994,0.6,1.2,96.1
2,3,1994,3.3,0.9,150.6
3,3,1994,2.6,0,413.5
4,3,1994,3.1,0,596.6
5,3,1994,5.2,4.3,1029.8
6,3,1994,5.8,3.9,757
7,3,1994,7.6,0,137.4
8,3,1994,11.5,0,381.7
9,3,1994,8.1,0.2,394.3
10,3,1994,4.7,0,706.4
11,3,1994,5.2,1.7,1295.5
12,3,1994,3.8,10.3,508.9
13,3,1994,6.1,8.7,229.4
14,3,1994,5.6,2.1,365.4
15,3,1994,2.9,6.2,509.6
16,3,1994,2,3,774.4
17,3,1994,1.7,1,668
18,3,1994,3.9,15.4,639.2
19,3,1994,2,0.5,679
20,3,1994,0.9,0.8,1073.1
21,3,1994,3.1,0,503.9
22,3,1994,8.8,0.8,1174.9
23,3,1994,9.5,4,373.7
24,3,1994,7.5,13.5,1088.3
25,3,1994,4.4,4.6,401.7
26,3,1994,3.6,0.1,861.9
27,3,1994,4.4,0,1219.8
28,3,1994,8.9,1.1,1422.4
29,3,1994,9.7,0,538.2
30,3,1994,10.2,0.4,1348.8
31,3,1994,9.5,5.3,953.5
1,4,1994,6.6,0,561.5
2,4,1994,4.2,0,1097
3,4,1994,5,2,1182.4
4,4,1994,4.6,0.2,1160.4
5,4,1994,5,0,1298.6
6,4,1994,4.6,0,1472.3
7,4,1994,5.1,0.2,1206.4
8,4,1994,5.6,1.3,1052
9,4,1994,5.3,2.4,1034
10,4,1994,7.5,9.4,446.4
11,4,1994,10.2,13,794.3
12,4,1994,8.2,10.3,616.4
13,4,1994,5.4,3.6,1225.6
14,4,1994,6,0,302.8
15,4,1994,7.5,0,1606
16,4,1994,6.4,0,1547.9
17,4,1994,4.3,0,631.9
18,4,1994,4.5,0,1318.7
19,4,1994,8.4,0,1962.7
20,4,1994,10.6,0,2057.9
21,4,1994,12.3,0,1936.6
22,4,1994,13,0,1726.2
23,4,1994,13.9,0,1888.2
24,4,1994,12.6,0,1992.6
25,4,1994,10.8,0,2208
26,4,1994,12.2,0,1589.9
27,4,1994,13.3,0,1319
28,4,1994,14.3,0,1402.2
29,4,1994,15.8,0.6,1437.6
30,4,1994,7.6,0,1702.5
1,5,1994,8.5,0,829.9
2,5,1994,9.3,0,2356.6
3,5,1994,11.3,0.9,2489.3
4,5,1994,9.8,7.4,2112.1
5,5,1994,9.9,0.1,846.7
6,5,1994,12.1,0,1802.2
7,5,1994,14,0,2429.2
8,5,1994,14.4,0,2595
9,5,1994,13.4,0,2396.5
10,5,1994,14.9,0,1845.6
11,5,1994,13.1,2.3,2287.3
12,5,1994,14.2,3.5,1743.3
13,5,1994,16.6,0,1787.7
14,5,1994,15.8,0,2182
15,5,1994,15.5,0,1484.6
16,5,1994,16.7,2.3,1824.6
17,5,1994,15.8,0,1610.2
18,5,1994,10.4,33.1,1429.7
19,5,1994,7.8,14.1,303.2
20,5,1994,11.1,0.8,294.5
21,5,1994,13.4,3.1,1955.2
22,5,1994,11.9,12.5,1691
23,5,1994,14.3,0.1,589.1
24,5,1994,13.3,0.1,1997.2
25,5,1994,14,1.6,616.3
26,5,1994,10.3,1.7,1413.8
27,5,1994,9.1,0.7,949.3
28,5,1994,8.5,2.1,1525.1
29,5,1994,9.5,1.8,1003
30,5,1994,10.4,0.3,1832.9
31,5,1994,14.6,0,1452.6
1,6,1994,18.1,0.4,2572.2
2,6,1994,16.8,2,1387
3,6,1994,12.6,4.9,1550.7
4,6,1994,10.6,10.7,1434.9
5,6,1994,11,0,1100.3
6,6,1994,13.4,0,1838.7
7,6,1994,16.5,0,919.5
8,6,1994,11.8,0.1,2273.4
9,6,1994,10.7,3.6,929.9
10,6,1994,12.6,0,1534.9
11,6,1994,14.6,0,2301.4
12,6,1994,12.3,0,2743.6
13,6,1994,16,0,718.3
14,6,1994,13.4,0,2099.2
15,6,1994,11,2.4,2483.2
16,6,1994,9.9,0,1007.6
17,6,1994,12.5,4.8,1762.3
18,6,1994,16.8,0,1066.4
19,6,1994,15.6,0,1718
20,6,1994,16.9,0,2556.4
21,6,1994,19.4,0,1915.6
22,6,1994,14.7,0,1557.4
23,6,1994,13.6,0,2652.5
24,6,1994,19,0,3003.8
25,6,1994,22.6,0,2958.9
26,6,1994,22.5,0,2351.3
27,6,1994,22.4,0,1987.7
28,6,1994,23.7,6.6,2631.2
29,6,1994,17.7,0,1401.1
30,6,1994,16.6,0,2634.4
1,7,1994,18.9,0,2646.8
2,7,1994,21.1,0,2870.1
3,7,1994,22.7,0,2827.5
4,7,1994,17.4,0.9,2662.6
5,7,1994,19,0,1118.2
6,7,1994,15.8,18.9,2455.4
7,7,1994,14.5,19.3,1536.7
8,7,1994,17.7,0,649.4
9,7,1994,18.8,0,2005.1
10,7,1994,20.3,0,2644.3
11,7,1994,22.5,0,2742
12,7,1994,23.8,0,2567
13,7,1994,24.3,0,2520.4
14,7,1994,22.4,0.6,2537.6
15,7,1994,21.1,0,2111
16,7,1994,19.7,0,2068.9
17,7,1994,17.7,5.7,1954.4
18,7,1994,17.9,0,2199.6
19,7,1994,18,0,2206.8
20,7,1994,20.5,0,2722.3
21,7,1994,23.1,0,2629.2
22,7,1994,24.5,0,2572.2
23,7,1994,24,0,2546.2
24,7,1994,24.9,0,2384.3
25,7,1994,26.1,0,2313.1
26,7,1994,25.4,0,2180.6
27,7,1994,25.8,0,1807.3
28,7,1994,26.2,0,2171.5
29,7,1994,26.6,0,2147.7
30,7,1994,27.5,0,2048
31,7,1994,28.6,0,2017.3
1,8,1994,24.3,0,2213.8
2,8,1994,22.2,0,1684.9
3,8,1994,21.5,0,2197.1
4,8,1994,24.8,0,2292.8
5,8,1994,23.8,0.3,2327.9
6,8,1994,21.3,0,1802.3
7,8,1994,20.7,0.5,1945.4
8,8,1994,21.3,0,2071.7
9,8,1994,21.9,0,1749.5
10,8,1994,18.3,27.8,1792.9
11,8,1994,17.6,3.4,269.2
12,8,1994,14.6,3.8,919.1
13,8,1994,11.6,4.3,556.3
14,8,1994,13.7,0.5,1106.5
15,8,1994,13.5,0,654.2
16,8,1994,16.7,0,1591.5
17,8,1994,13.1,19.5,1814
18,8,1994,13.5,22.9,1120.1
19,8,1994,16,2,414.4
20,8,1994,14.8,0,1479.1
21,8,1994,15.3,0,1142
22,8,1994,16.6,0,1945.4
23,8,1994,16.7,0.5,2011.4
24,8,1994,17.5,1,820.1
25,8,1994,16,13.4,744.7
26,8,1994,18.4,0,729.9
27,8,1994,15.5,9.1,1313.4
28,8,1994,14.6,0,900.4
29,8,1994,14.1,0,1619.8
30,8,1994,15.3,0,1495.8
31,8,1994,15.2,5.5,1870.4
1,9,1994,16.9,3.1,505.2
2,9,1994,15.6,4.3,1009.1
3,9,1994,17.1,0,1121.9
4,9,1994,14.8,6.6,1174.2
5,9,1994,13.2,0.6,490.4
6,9,1994,12,11.3,1182.1
7,9,1994,15.3,0.1,264.1
8,9,1994,15,12.7,644.2
9,9,1994,12.4,6.7,1372.3
10,9,1994,12.3,9.6,724.7
11,9,1994,14.6,1.7,1195.4
12,9,1994,15.7,0,789.8
13,9,1994,14.6,0,1440.6
14,9,1994,14.5,9.4,1061.9
15,9,1994,11.8,1.1,573.2
16,9,1994,10.7,2.6,425
17,9,1994,10.8,8.4,410
18,9,1994,10.8,0.1,416.5
19,9,1994,10.8,0.2,536
20,9,1994,11.7,0.1,980.7
21,9,1994,12,0,248.3
22,9,1994,13.1,0,719.5
23,9,1994,13.7,0,1164.9
24,9,1994,14.5,0,1214.6
25,9,1994,14.5,0,662.8
26,9,1994,13.4,0.1,770.7
27,9,1994,10.3,0,524.8
28,9,1994,12,0,1124.8
29,9,1994,12.2,0,381.8
30,9,1994,9,0,413.1
1,10,1994,8,0,616.4
2,10,1994,11.1,3,360.9
3,10,1994,5.6,0,405.8
4,10,1994,4,0.6,975.1
5,10,1994,4.2,0,722
6,10,1994,4.4,0,1126.9
7,10,1994,5.6,0,1261
8,10,1994,4.4,0,282.7
9,10,1994,4.9,0,901.5
10,10,1994,4.3,0,899.3
11,10,1994,6.9,0,1038.2
12,10,1994,8.3,0,920.5
13,10,1994,10,0,203.8
14,10,1994,9.3,0,896.1
15,10,1994,8,0,952.3
16,10,1994,2.5,0.1,710.3
17,10,1994,0.2,0,991.3
18,10,1994,2.9,0,783.2
19,10,1994,4.4,0,937.9
20,10,1994,5.8,0,901
21,10,1994,8.4,0,894.8
22,10,1994,9.3,0.4,746.8
23,10,1994,9.8,0,468.1
24,10,1994,8.8,0,802.7
25,10,1994,8.5,0.8,744.7
26,10,1994,7.9,0,583.4
27,10,1994,7.3,0.1,450.8
28,10,1994,4.8,0.8,331.9
29,10,1994,9.8,14.3,593
30,10,1994,14,6.9,113.2
31,10,1994,11.1,1.2,199.8
1,11,1994,6.2,0,514.4
2,11,1994,3.7,0,647.1
3,11,1994,6,0,756.1
4,11,1994,8.6,0,647.3
5,11,1994,8.4,0,536.9
6,11,1994,6.8,0.2,552
7,11,1994,5.9,0.4,67.6
8,11,1994,4.9,0,107.9
9,11,1994,3.2,0,297.8
10,11,1994,2.8,0,125.9
11,11,1994,-1,0,443.9
12,11,1994,-1.5,0,193.9
13,11,1994,5.9,14.8,421
14,11,1994,10.8,9.3,110.4
15,11,1994,8.2,1.3,277.6
16,11,1994,5.7,6.2,204.5
17,11,1994,4.2,4.1,218.5
18,11,1994,4,0.1,250.4
19,11,1994,10.2,1.6,279.6
20,11,1994,8.4,1.2,121.7
21,11,1994,5,0,369.4
22,11,1994,1.4,0,143
23,11,1994,7,1.6,145.9
24,11,1994,5.6,1,29.8
25,11,1994,4.6,3.3,341.9
26,11,1994,5.7,0,74.8
27,11,1994,7.4,0.2,66.1
28,11,1994,6.5,0,412.9
29,11,1994,4.3,1.2,120.5
30,11,1994,-1,0,120.1
1,12,1994,-2.4,0,417.9
2,12,1994,0.4,0,291.5
3,12,1994,5.4,0.8,296.7
4,12,1994,7.3,0.8,317
5,12,1994,5.4,2.5,188.3
6,12,1994,2.2,0,143.9
7,12,1994,4.5,1,337.4
8,12,1994,5.8,6,289.6
9,12,1994,1.4,1.6,96.1
10,12,1994,10.6,3.6,185.1
11,12,1994,11.2,11.8,29.8
12,12,1994,8,2.7,38.5
13,12,1994,1.9,0.1,171.4
14,12,1994,-1,0,158.4
15,12,1994,-1.4,0.5,373
16,12,1994,1.7,0,150.7
17,12,1994,-0.2,0,256.4
18,12,1994,1,0.2,311.5
19,12,1994,-0.3,0,70.4
20,12,1994,0.6,0,254
21,12,1994,0.6,0,73.3
22,12,1994,-0.6,0,87.3
23,12,1994,-2.9,0,138.4
24,12,1994,-3.4,0,33.7
25,12,1994,-0.9,0.1,43
26,12,1994,3.6,7.8,105.2
27,12,1994,4.7,4.9,56.2
28,12,1994,11.5,0.1,71
29,12,1994,7.2,4.3,83.5
30,12,1994,5,1.3,162.5
1,1,1995,1.3,4.4,188.1
2,1,1995,-1.1,0.7,109.7
3,1,1995,-1.8,0.1,429.7
4,1,1995,-7.6,0,383.4
5,1,1995,-6.5,0,252.8
6,1,1995,-8.7,0,350.6
7,1,1995,-6,0,147.2
8,1,1995,-6.1,0,140.5
9,1,1995,-3,1.7,143.3
10,1,1995,1.6,5.4,116.7
11,1,1995,0.4,0.1,129
12,1,1995,-0.7,0,188.7
13,1,1995,-2,0,266.8
14,1,1995,-2.3,0,222.9
15,1,1995,1.4,0.7,89.9
16,1,1995,1.9,0,230.2
17,1,1995,0,0,426.6
18,1,1995,-0.3,0,424.9
19,1,1995,-2.8,0.7,89.7
20,1,1995,-2,0.8,360.5
21,1,1995,0.6,0.3,319.1
22,1,1995,2.5,7.9,158.4
23,1,1995,5.9,3.6,264.5
24,1,1995,4.3,1.3,137.5
25,1,1995,2.6,0.2,164.5
26,1,1995,7.7,2.9,201.7
27,1,1995,1.9,3.3,281.7
28,1,1995,2.9,3.6,152.9
29,1,1995,6.2,3.4,171.3
30,1,1995,3,2.4,107.8
31,1,1995,-1.6,0,268.5
1,2,1995,5.6,0.1,187.4
2,2,1995,5.2,1.2,339.5
3,2,1995,-0.1,0,422.9
4,2,1995,4.1,6.5,224
5,2,1995,4.9,0,422.5
6,2,1995,7.1,0.3,86.9
7,2,1995,6.4,4.6,58.8
8,2,1995,0.4,4.3,130.5
9,2,1995,-1.8,0,616.6
10,2,1995,-1.9,0,654.8
11,2,1995,3,2.8,268.9
12,2,1995,7.5,3.6,498.2
13,2,1995,5.2,0,644.8
14,2,1995,6.2,1.7,340.3
15,2,1995,5,3.6,235.3
16,2,1995,6.7,3.4,733.9
17,2,1995,5.4,5.8,375.3
18,2,1995,3.6,0.7,461.8
19,2,1995,4.3,1.8,421.1
20,2,1995,6.9,8.1,738
21,2,1995,8.1,1.6,700
22,2,1995,4.5,0.3,956.3
23,2,1995,2.6,0,604.9
24,2,1995,3.4,0.1,651.3
25,2,1995,2.4,1.4,494.5
26,2,1995,0.3,1,214
27,2,1995,1.2,0,575.1
28,2,1995,4.9,2.4,136
1,3,1995,8.6,0,287.4
2,3,1995,4.3,1.7,691
3,3,1995,3.9,1.2,354.6
4,3,1995,2,0,744.1
5,3,1995,1.9,0,1188.2
6,3,1995,3.9,0.2,836.9
7,3,1995,2.3,0,950.8
8,3,1995,2.5,0,1243.9
9,3,1995,2.1,0,927.7
10,3,1995,2.3,0.1,1033
11,3,1995,-0.2,0,577.6
12,3,1995,1.8,0,963.1
13,3,1995,2.2,0,216.5
14,3,1995,-3.4,0,650
15,3,1995,-0.3,0.4,711.4
16,3,1995,0.6,2.1,340.7
17,3,1995,3.9,1.5,591.8
18,3,1995,5.6,0.5,874.7
19,3,1995,3.2,2.9,789.3
20,3,1995,2.9,2.3,602.9
21,3,1995,4.1,0.1,1114
22,3,1995,3,1,1139.9
23,3,1995,6.9,0.1,1187.6
24,3,1995,9.4,0,1380
25,3,1995,6.3,1.8,637.8
26,3,1995,4.7,2.8,1159.2
27,3,1995,2,10.8,578.4
28,3,1995,-0.6,4.9,618.4
29,3,1995,-0.7,3.5,625.9
30,3,1995,0.8,0,1487
31,3,1995,2.6,0.5,1125.9
1,4,1995,6.8,0.3,1331.7
2,4,1995,10.2,0.8,874.3
3,4,1995,10,0,571.1
4,4,1995,6.7,2.6,904.4
5,4,1995,4.6,0,1808.9
6,4,1995,7.9,0.7,473.8
7,4,1995,7.1,5.1,266.6
8,4,1995,3.9,0.4,1074.9
9,4,1995,3.4,0.1,1425.5
10,4,1995,4.9,0,1556.5
11,4,1995,4.9,0.3,973.3
12,4,1995,5.8,0,720.4
13,4,1995,3.2,0,766
14,4,1995,6.8,0,1923.5
15,4,1995,5.6,14.6,1160.2
16,4,1995,3.9,3.1,652.2
17,4,1995,3.5,2.2,876.6
18,4,1995,7.6,3,910.6
19,4,1995,5.5,0.8,705.8
20,4,1995,5.2,5.2,696.2
21,4,1995,5.5,0,687.1
22,4,1995,16.4,0,2067.3
23,4,1995,19.5,0,2087.7
24,4,1995,16.7,0,1987.1
25,4,1995,15.9,0,2194.3
26,4,1995,12.7,0.7,2063.8
27,4,1995,7.1,0.2,692.2
28,4,1995,7.3,0,779
29,4,1995,6.8,0,2280.4
30,4,1995,9.6,0,2171.2
1,5,1995,10.2,0,2126.9
2,5,1995,8.5,0,2455.4
3,5,1995,11.4,0,2405
4,5,1995,14.1,0,2080.7
5,5,1995,14.7,0,2038.4
6,5,1995,14.6,0,2115
7,5,1995,10.7,0,2008.3
8,5,1995,12.1,2.6,1160.2
9,5,1995,9.3,4.7,1200.8
10,5,1995,7.4,4.7,1242.2
11,5,1995,7.5,0.5,1453
12,5,1995,7.4,3.6,576.8
13,5,1995,7.2,20.2,183.8
14,5,1995,7.4,0.2,894.8
15,5,1995,8.3,0,1965.2
16,5,1995,9.7,0.1,1511.8
17,5,1995,11.9,1.1,749.8
18,5,1995,11.2,7.9,824.7
19,5,1995,8.3,0.6,952.7
20,5,1995,9.8,0,1100.2
21,5,1995,8.9,0,1062.6
22,5,1995,9.3,0,1365.1
23,5,1995,13.6,0,1214.2
24,5,1995,15.8,0,1410.6
25,5,1995,16.2,0,1434.1
26,5,1995,18.4,0,1361.6
27,5,1995,19.5,5.3,1436.1
28,5,1995,17.9,0,2109
29,5,1995,20.8,0,2134
30,5,1995,17.3,10.6,929.8
31,5,1995,15.3,0.2,595.4
1,6,1995,14.7,0.2,570.7
2,6,1995,10,15.5,439.7
3,6,1995,13.3,0,2238.1
4,6,1995,15.6,0,1562.6
5,6,1995,16.4,7.5,2014.5
6,6,1995,15.3,1.3,1319.1
7,6,1995,14.9,2.6,1085.8
8,6,1995,13.3,0.9,1476.2
9,6,1995,10.8,11.9,479.4
10,6,1995,13.5,0.1,1785.4
11,6,1995,11,11.6,443.8
12,6,1995,12.8,1.4,1130.3
13,6,1995,11.4,22.9,418.1
14,6,1995,14.3,0,2096.5
15,6,1995,11.9,1.9,784.4
16,6,1995,13,1.6,1832.6
17,6,1995,13.2,0.7,1244.2
18,6,1995,14.3,0.6,1140.2
19,6,1995,15.3,0,2403.4
20,6,1995,18.3,0,2113.1
21,6,1995,18.5,9.3,1362.1
22,6,1995,10.9,0.6,1145
23,6,1995,11.4,0.6,749.6
24,6,1995,15.4,0.4,1809.8
25,6,1995,17.7,0.1,2408
26,6,1995,18.1,0,2579.6
27,6,1995,18.8,0,2698.7
28,6,1995,16.6,0,2802.1
29,6,1995,19.8,0,2783.6
30,6,1995,17.8,0,2665.5
1,7,1995,17.1,0,2639.8
2,7,1995,15.8,0.8,1847.2
3,7,1995,18.6,7,1377.7
4,7,1995,15.3,0,1800.4
5,7,1995,14.7,0,1932.8
6,7,1995,17,0,2103.4
7,7,1995,21,0,2583.4
8,7,1995,22.8,0,2557.5
9,7,1995,24.4,0,2492.3
10,7,1995,23.1,0.3,1656.1
11,7,1995,20.8,0,1887.1
12,7,1995,23.4,0,2451.7
13,7,1995,23.5,0.1,1982.5
14,7,1995,23.2,7.4,1939
15,7,1995,21.6,0,1878.2
16,7,1995,19.6,3.5,1430.5
17,7,1995,18.3,1.6,1829.1
18,7,1995,18.4,0,1067.6
19,7,1995,19.8,0.1,1656.4
20,7,1995,20,0,2427.4
21,7,1995,25.1,0,2390.9
22,7,1995,21.5,0,1594.6
23,7,1995,16.7,0,2084.8
24,7,1995,17.7,0,2320.9
25,7,1995,17.9,0,2430.4
26,7,1995,18.4,0,2595.8
27,7,1995,21.6,0,2425.3
28,7,1995,21.2,0,1992.5
29,7,1995,21.4,0,2491.3
30,7,1995,23.5,0,2417.1
31,7,1995,22.9,0,2355.5
1,8,1995,21.5,0,2508.9
2,8,1995,19.5,0,2303.5
3,8,1995,19.6,0,2120.8
4,8,1995,19.1,0,1223
5,8,1995,19.9,0,2206.7
6,8,1995,20.6,0,2343
7,8,1995,21,0,2133.2
8,8,1995,17.8,0,2043.1
9,8,1995,16.1,0,2421.2
10,8,1995,18.3,0,2213
11,8,1995,18.6,0,2276.2
12,8,1995,20.7,0,2300.8
13,8,1995,23.1,0,1775.1
14,8,1995,18.4,3.3,623.3
15,8,1995,16.2,1,1307.6
16,8,1995,17.4,4,1314.8
17,8,1995,18.8,0,2019.9
18,8,1995,20.9,0,1808.2
19,8,1995,22.2,0,1742.6
20,8,1995,23.1,0,1901.4
21,8,1995,21.2,0,1779.3
22,8,1995,20.7,0,2085.2
23,8,1995,22.7,0,1624.6
24,8,1995,20.8,0,1389.7
25,8,1995,20,0,1490.8
26,8,1995,17.2,0.7,941.3
27,8,1995,13.9,2.8,1047.1
28,8,1995,11.9,4.1,752.8
29,8,1995,11.1,2.5,962.2
30,8,1995,12,0,1307.5
31,8,1995,10.6,27.6,294.2
1,9,1995,12.7,9.1,586
2,9,1995,12.6,2.7,1003.6
3,9,1995,14,0,912.9
4,9,1995,13.9,0,692.6
5,9,1995,13.5,1.2,1007.9
6,9,1995,14.6,0,1323.7
7,9,1995,16,0,1747
8,9,1995,14.2,0.3,615.1
9,9,1995,14.9,2.2,492.5
10,9,1995,15,0,1226.4
11,9,1995,16.3,1.3,1105.4
12,9,1995,16.1,0,1572.7
13,9,1995,17.8,0.1,1293
14,9,1995,15.8,0,300.7
15,9,1995,13.9,0,543.7
16,9,1995,14,0,1027.3
17,9,1995,13.6,0,1481.8
18,9,1995,13.6,0,1157.6
19,9,1995,11,0,380.2
20,9,1995,10,12.6,99.8
21,9,1995,12,1.1,1247.3
22,9,1995,10.6,0,1398
23,9,1995,13.5,0,685.9
24,9,1995,14,0.2,956.5
25,9,1995,13.9,0,1337.9
26,9,1995,13.3,5.1,624.3
27,9,1995,10.8,11.8,257.3
28,9,1995,7.8,1.1,1005.3
29,9,1995,5.8,0.9,729.1
30,9,1995,5.9,0.9,913.3
1,10,1995,6.7,1.3,1097.6
2,10,1995,11.4,0.1,1160.3
3,10,1995,13.2,0,1082.2
4,10,1995,16,0,942.2
5,10,1995,16.2,0,980
6,10,1995,14.6,0,683.9
7,10,1995,16,0,892.7
8,10,1995,16,0.5,583.5
9,10,1995,15.6,0,1094.3
10,10,1995,16.2,0,1063.6
11,10,1995,13.4,0,1057.6
12,10,1995,10.9,0.2,232.9
13,10,1995,14.5,0,273.2
14,10,1995,13.7,0,206.2
15,10,1995,12.1,0,621.9
16,10,1995,11.2,0,671.9
17,10,1995,11.4,0,326
18,10,1995,11.4,0.3,325
19,10,1995,10.4,0,546.1
20,10,1995,10.5,0.4,172.1
21,10,1995,5,0,768.1
22,10,1995,3.8,0,873.4
23,10,1995,5.8,0,811.9
24,10,1995,7.4,0,838.6
25,10,1995,8.8,0,812.6
26,10,1995,8.9,0,597.4
27,10,1995,12.8,1.6,508.7
28,10,1995,9.7,0.4,639.5
29,10,1995,4.5,0,329.6
30,10,1995,4.9,2.5,133.4
31,10,1995,2.5,2.2,414.5
1,11,1995,6.8,3.8,216.1
2,11,1995,3.1,2,366.8
3,11,1995,2.1,2.1,389.8
4,11,1995,1.2,0.5,405.4
5,11,1995,-0.1,0,760.9
6,11,1995,2.3,2.6,56.4
7,11,1995,3.1,2.1,642.9
8,11,1995,-1.3,0,590.9
9,11,1995,3,1.7,119.6
10,11,1995,6.5,0,226
11,11,1995,4.7,0,302.3
12,11,1995,3.3,0,284.5
13,11,1995,-1.3,0,469.4
14,11,1995,2.9,0,73.9
15,11,1995,7.3,0.1,206
16,11,1995,8.8,5.3,198.8
17,11,1995,3.2,0.3,321
18,11,1995,-1.5,0,355.6
19,11,1995,1.3,7.2,263.7
20,11,1995,-2.4,0,555.4
21,11,1995,-5.2,0,479.3
22,11,1995,-4.1,0,638.9
23,11,1995,0,0,112.5
24,11,1995,2.8,0,202.1
25,11,1995,-0.4,0,367.9
26,11,1995,-1.3,0,395.2
27,11,1995,-1.8,0,427.2
28,11,1995,-1.7,0.1,31.2
29,11,1995,-0.3,0,43.7
30,11,1995,-2.3,0,54.1
1,12,1995,-3.7,0,320.6
2,12,1995,-3.2,0,47.9
3,12,1995,-3.5,0,103.1
4,12,1995,-2.6,0,79.9
5,12,1995,-6.1,0,268.2
6,12,1995,-6.9,0,135.5
7,12,1995,-3.9,5.8,34.2
8,12,1995,-1.8,0,259.8
9,12,1995,-1.9,0,67.4
10,12,1995,-0.3,0.3,58.2
11,12,1995,0.8,0.1,94.4
12,12,1995,0.3,0,67.9
13,12,1995,-1.6,0.1,49
14,12,1995,-2.3,0,78.7
15,12,1995,-6.2,0,294.5
16,12,1995,-6.7,0,140.6
17,12,1995,-6,0,75.3
18,12,1995,-2.6,0,84.7
19,12,1995,-1.3,0,74.2
20,12,1995,-1.5,0.1,123.2
21,12,1995,-7.6,0,293.5
22,12,1995,-4.4,8.1,153.9
23,12,1995,6.2,5.2,100.3
24,12,1995,-1.1,0.5,63.7
25,12,1995,-2.6,0.1,43.3
26,12,1995,-4.5,0.5,141.4
27,12,1995,-8.9,0,164.9
28,12,1995,-8.2,0,96.7
29,12,1995,-12.4,0,343.9
30,12,1995,-14.6,0,371.3
31,12,1995,-12.7,0,260.6
1,1,1996,-9.5,0,86.7
2,1,1996,-8.3,0,133.1
3,1,1996,-3.8,0.3,170.9
4,1,1996,-6.4,0,170.1
5,1,1996,-5.3,0,226.4
6,1,1996,-4.7,0,90.5
7,1,1996,-3,0.9,273.1
8,1,1996,0.6,0,88.3
9,1,1996,0.1,0,119.9
10,1,1996,0,0,137.3
11,1,1996,-0.4,0,306.3
12,1,1996,-1.2,0,273.9
13,1,1996,-1.4,0,305
14,1,1996,-2,0,62.2
15,1,1996,-1.5,0,75.4
16,1,1996,-2.7,0,107.6
17,1,1996,-4.7,0,108.7
18,1,1996,-3.7,0,77.5
19,1,1996,-1.7,0,70.1
20,1,1996,-6.4,0,100.9
21,1,1996,-8.9,0,419.2
22,1,1996,-7.3,0,222.4
23,1,1996,-8,0,477.4
24,1,1996,-10,0,512
25,1,1996,-13.2,0,511.3
26,1,1996,-13,0,274.1
27,1,1996,-11.7,0,217.7
28,1,1996,-8.7,0,536.5
29,1,1996,-7.6,0,605.6
30,1,1996,-4.7,0,124.7
31,1,1996,-3.6,0,333
1,2,1996,-5.6,0,631.7
2,2,1996,-7.5,0,565.9
3,2,1996,-5.7,0.1,245.2
4,2,1996,-5.2,0.1,127.6
5,2,1996,-7.6,0.3,623.7
6,2,1996,-11.8,0,718
7,2,1996,-11.9,0,744.2
8,2,1996,-13.4,0,698.8
9,2,1996,-14.5,0,776.5
10,2,1996,-12.1,0,466.6
11,2,1996,-4.6,0,311.8
12,2,1996,0.2,0,141.4
13,2,1996,-1,0.9,251.2
14,2,1996,-2.1,0,280.4
15,2,1996,-2,0,700.4
16,2,1996,1.9,4.5,135.9
17,2,1996,1.6,3.7,238.1
18,2,1996,0.3,7.6,239.6
19,2,1996,1.2,0.2,347.3
20,2,1996,-1.1,0,172.9
21,2,1996,-3.7,0.2,305.4
22,2,1996,-5.4,0,611.8
23,2,1996,-6.3,0,602.9
24,2,1996,-6.2,0,979.8
25,2,1996,0.1,0,762.8
26,2,1996,3.2,0,1041.2
27,2,1996,1.5,0,956.9
28,2,1996,-1,0,538.2
29,2,1996,-0.9,0,254
1,3,1996,-0.9,0,254
2,3,1996,0.1,0,930.7
3,3,1996,-0.9,0,801.2
4,3,1996,-2.2,0,549.3
5,3,1996,-3,0,843.6
6,3,1996,-1.3,0,829.1
7,3,1996,-0.2,1,261.3
8,3,1996,0,0.3,950.4
9,3,1996,-1.1,0,1313
10,3,1996,-1.8,0,1057.8
11,3,1996,-3.1,0,795.6
12,3,1996,-4,0,656.3
13,3,1996,-3.9,0,1097.6
14,3,1996,-3.4,0,572.9
15,3,1996,-1.2,0,365
16,3,1996,-0.5,0,799.3
17,3,1996,0.3,0,246.7
18,3,1996,0.4,0,236.9
19,3,1996,1.2,0,1258.3
20,3,1996,-0.7,0,778.9
21,3,1996,0.3,0,1546.5
22,3,1996,0,0,1360.5
23,3,1996,2.5,0,981.2
24,3,1996,4.3,1.1,1119.8
25,3,1996,3.1,6,225.1
26,3,1996,-0.3,0,329.6
27,3,1996,2.7,0,1019.8
28,3,1996,1.4,0,1863.8
29,3,1996,1.6,0,1267
30,3,1996,1,0.6,768.8
31,3,1996,0.5,1.3,775.4
1,4,1996,-0.8,1,907.9
2,4,1996,-1.5,0,1431.4
3,4,1996,-0.7,0,1555.2
4,4,1996,1.1,0,759.1
5,4,1996,3.2,0,962.7
